Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Rhu Glenn Country Club Hotel,http://www.rhuglennhotel.com,+353(0)51832242,-7.054185,52.297288,Waterford,Waterford City,Republic of Ireland,Hotel
Commons Inn,http://www.commonsinn.com,+353(0)214210300,-8.487611,51.921844,Cork,Cork City,Republic of Ireland,Hotel
Clare's Rock,http://www.claresrock.com,+353(0)863660641,-9.076840185,53.03457063,Clare,Carran,Republic of Ireland,"Hostel,Welcome Standard"
Knockeven House,http://www.knockevenhouse.com,+353(0)214811778,-8.318317,51.84901,Cork,Rushbrooke,Republic of Ireland,B&B
Knockdrish,http://www.knockdrish.com,+353(0)2970617,-9.047346,52.06945,Cork,Millstreet,Republic of Ireland,B&B
Panorama House,http://www.panoramabb.ie,+353(0)238846248,-8.767071768,51.64437563,Cork,Timoleague,Republic of Ireland,"B&B,Welcome Standard"
Sea Court,http://www.seacourt.ie,+353(0)863284829,-7.144259,52.16732,Waterford,Tramore,Republic of Ireland,B&B
Killure Lodge & Wilde Cottage,http://www.killure.ie,+353(0)599775567,-7.017051,52.651541,Kilkenny,Goresbridge,Republic of Ireland,Self Catering Accommodation
Rosegarland Estate,http://www.rosegarlandestate.ie,+353(0)872478317,-6.752322089,52.28212422,Wexford,,Ireland,Self Catering Accommodation
Laharandota - the artists' cottage & studio,http://www.theartistscottage.com,+44(0)7734663589,-9.770123386,51.55993747,Cork,Kilcrohane,Ireland,"Self Catering Accommodation,Welcome Standard"
Caitins Pub & Accommodation,http://www.caitins.com,+353(0)669477614,-10.07778925,52.03283678,Kerry,Kells,Ireland,B&B
Caseys of Baltimore Lodge,http://caseysofbaltimore.com,+353(0)2820197,-9.361894665,51.484662,Cork,Baltimore,Ireland,"B&B,Welcome Standard"
Ryan's Riverlodge,http://www.ryansriverlodge.com,+353(0)949546057,-9.286554,53.541348,Mayo,Cong,Republic of Ireland,B&B
Knockalla Caravan & Camping Park,http://www.knockallacaravanpark.com,+353(0)749159108,-7.611285887,55.1837052,Donegal,Portsalon,Republic of Ireland,Camping
The Apple Camping and Caravan Park,http://www.theapplefarm.com,+353(0)527441459,-7.842714,52.378712,Tipperary,Cahir,Republic of Ireland,Camping
The Trading Post Camper Park,http://www.wexfordcamping.com,3.53539E+11,-6.40300672,52.45635449,Wexford,Enniscorthy,Republic of Ireland,Camping
Earl of Desmond Hotel,http://www.earlofdesmond.com,+353(0)667121299,-9.635741105,52.2554982,Kerry,Tralee,Republic of Ireland,Hotel
Imperial Hotel (Clonakilty),,+353(0)238834185,-8.885798345,51.6226071,Cork,Clonakilty,Republic of Ireland,Hotel
The Lord Bagenal Inn,http://www.lordbagenal.com,+353(0)599774000,-6.976749,52.736206,Carlow,Leighlinbridge,Republic of Ireland,Hotel
Bridgeview Farmhouse,http://www.bridgeviewfarmhouse.com,+353(0)238849723,-8.67717,51.656656,Cork,Kinsale,Republic of Ireland,B&B
St. Judes,http://www.st-judes.com,+353(0)91521619,-9.072798,53.265274,Galway,Galway City,Republic of Ireland,B&B
Ballindrum Farm,http://www.ballindrumfarm.com,+353(0)598626294,-6.888859,53.010548,Kildare,Athy,Republic of Ireland,B&B
Bru Chlann Lir,https://www.facebook.com/Bru-Chlann-Lir-1578172519113574/,+353(0)9785741,-10.099878,54.13762,Mayo,Clogher,Republic of Ireland,B&B
An Caladh Spainneach,http://www.ancaladhspainneach,+353(0)872396467,-10.2736845,52.1394531,Kerry,Dingle,Ireland,Self Catering Accommodation
Anchor Caravan Park,https://www.facebook.com/AnchorCaravanPark/,+353(0)667139157,-9.985502,52.243542,Kerry,Castlegregory,Republic of Ireland,Camping
Garrettstown House Holiday Park,http://www.garrettstownhouse.com,+353(0)214778156,-8.595557,51.65339,Cork,Garrettstown,Republic of Ireland,Camping
Templemore Arms Hotel,http://www.templemorearms.com,+353(0)50431423,-7.833303,52.797279,Tipperary,Templemore,Republic of Ireland,Hotel
Claremount House,http://www.claremounthouse.com,+353(0)91584741,-9.102009226,53.25843961,Galway,Salthill,Republic of Ireland,"B&B,Welcome Standard"
The Benwiskin Centre,http://www.benwiskincentre.com/,3.53719E+11,-8.3894777,54.41333,Sligo,Ballintrillick,Ireland,Hostel
Drumcreehy House,https://www.facebook.com/Drumcreehy-House-Sea-View-Accommodation-BB-in-Ballyvaughan-Ireland-106504022704454/?fref=ts&ref=br_tf,+353(0)657077377,-9.123304686,53.12484793,Clare,Ballyvaughan,Republic of Ireland,"B&B,Welcome Standard"
TF Royal Hotel and Theatre,http://www.tfhotel.ie,+353(0)949023111,-9.303819881,53.85329939,Mayo,Castlebar,Republic of Ireland,Hotel
Tory Island Hotel,http://www.hoteltory.com,+353(0)749135920,-8.226281065,55.26537501,Donegal,,Republic of Ireland,Hotel
Kilkenny Ormonde Hotel,http://www.kilkennyormonde.com,+353(0)567750200,-7.253222,52.649597,Kilkenny,Kilkenny City,Republic of Ireland,Hotel
Alcock and Brown Hotel,http://www.alcockandbrownhotel.com,+353(0)9521880,-10.02332054,53.48838654,Galway,Clifden,Republic of Ireland,Hotel
Yeats County Inn Hotel,http://yeatscountyinn.com/,+353(0)949255050,-8.771323,54.00323,Sligo,Curry,Republic of Ireland,Hotel
Connemara National Park Lodge – Letterfrack Lodge,http://www.connemaranationalpark.com,3.53868E+11,-9.9506885,53.554412,Galway,Letterfrack,Ireland,Hostel
Ard-Na-Mara Country House,http://www.ardnamaracountryhouse.com,+353(0)669159072,-10.324321,52.122225,Kerry,Ballymore,Republic of Ireland,B&B
Greenfields Farmhouse,,+353(0)6841233,-9.544902444,52.55166628,Kerry,Listowel,Republic of Ireland,B&B
Carrygerry Country House,http://www.carrygerryhouse.com,+353(0)61360500,-8.938645,52.700803,Clare,,Republic of Ireland,Hotel
Killarney Towers Hotel & Leisure Centre,http://www.killarneytowers.com,+353(0)646631038,-9.507063907,52.05867833,Kerry,Killarney,Republic of Ireland,Hotel
Rowanville Lodge,https://www.facebook.com/wellcomesu,+353(0)719163958,-8.509678,54.402739,Sligo,Grange,Republic of Ireland,B&B
Carraig View,http://www.carraigview.com/,+353(0)539421323,-6.291385,52.646035,Wexford,Gorey,Republic of Ireland,B&B
Snoozles,http://www.snoozleshostelgalway.ie,+353(0)91530064,-9.045045,53.275218,Galway,Galway City,Republic of Ireland,Hostel
McMunn's Of Ballybunion,http://www.mcmunns.com/,+353(0)6828845,-9.675633343,52.51106057,Kerry,Ballybunion,Ireland,"B&B,Welcome Standard"
Mullaghduff Thatched Cottage,http://mullaghduffthatchedcottage.com/,+353(0)749737941,-8.351061411,55.03021456,Donegal,Kincasslagh,Ireland,Self Catering Accommodation
Tree Grove Caravan and Camping Park,http://www.treegrovecamping.com,+353(0)868308845,-7.229414,52.63786,Kilkenny,Kilkenny City,Republic of Ireland,Camping
River Valley Caravan Park,http://www.rivervalleypark.ie,+353(0)40441647,-6.144819,52.88893,Wicklow,Redcross,Republic of Ireland,Camping
The Victoria,https://www.thevictoriakillarney.com/,+353(0)646635430,-9.5000436,52.0433423,Kerry,,Ireland,Hotel
Lakeland House,https://www.lakelandhouse.net/,3.5395E+11,-9.2710365,53.539301,Mayo,,Ireland,Hostel
Robertstown Holiday Village,http://www.robertstownholidayvillage.com,+353(0)45870870,-6.822057475,53.27198608,Kildare,Robertstown,Republic of Ireland,Self Catering Accommodation
Rosmo House,http://www.rosmo-accommodation.com,+353(0)9825925,-9.556316,53.795659,Mayo,Rosbeg,Republic of Ireland,B&B
The Central Hotel Tullamore,http://www.centralhoteltullamore.com,3.53579E+11,-7.497498,53.271009,Offaly,Tullamore,Republic of Ireland,Hotel
15 Morrison Terrace,,+353(0)873166450,-9.159578,54.108729,Mayo,Ballina,Republic of Ireland,Self Catering Accommodation
Travelodge Cork Airport,http://www.travelodge.ie,+353(0)214310722,-8.470094779,51.87245022,Cork,Airport Road,Republic of Ireland,Hotel
Kilkenny House Hotel,http://www.kilkennyhousehotel.ie,+353(0)567770711,-7.266693,52.667287,Kilkenny,Kilkenny City,Republic of Ireland,Hotel
Westcove House,http://www.westcove.ie/,+44(0)142023113,-10.054427,51.770124,Kerry,Castlecove,Ireland,"Self Catering Accommodation,Welcome Standard"
Travelodge Waterford,http://www.travelodge.ie/waterford-hotel,+353(0)51358885,-7.121495,52.248322,Waterford,Waterford City,Republic of Ireland,Hotel
Oaklands B&B,,+353(0)214500578,-8.456602,51.90229,Cork,Cork City,Republic of Ireland,B&B
White Park B&B,http://www.accommodationletterkenny.com,+353(0)749124067,-7.709142,54.953355,Donegal,Letterkenny,Republic of Ireland,B&B
O'Shea B&B,http://www.osheasbnb.com,+353(0)669472402,-10.223641,51.947483,Kerry,Cahersiveen,Republic of Ireland,B&B
Mount Brandon,http://mountbrandoncottages.com/,+353(0)599724789,-6.947458101,52.53780048,Kilkenny,Graiguenamanagh,Republic of Ireland,Self Catering Accommodation
Claregalway Hotel,http://www.claregalwayhotel.ie,+353(0)91738300,-8.94396,53.343658,Galway,Claregalway,Republic of Ireland,Hotel
Glenview Lodge,http://www.glenviewlodge.com,3.53868E+11,-8.9686917,52.3300096,Limerick,Broadford,Ireland,Self Catering Accommodation
The Westgrove Hotel,http://facebook.com/westgrovehotel,+353(0)45989900,-6.681839696,53.28965436,Kildare,Clane,Republic of Ireland,Hotel
Teach Cruachán,http://www.teachcruachan.com,3539843301,-10.1333209,53.97394,Mayo,,Ireland,B&B
Stella Maris Hotel,http://www.facebook.com/stellamarishotelkilkee,+353(0)659056455,-9.646629551,52.68011104,Clare,Kilkee,Republic of Ireland,Hotel
Lake of Shadows Hotel,http://www.lakeofshadows.com,+353(0)749361005,-7.458967816,55.13355537,Donegal,Buncrana,Republic of Ireland,Hotel
Cliffs of Moher Hotel,http://www.cliffsofmoherhotel.com,+353(0)657081924,-9.390244032,52.93875447,Clare,Liscannor,Republic of Ireland,Hotel
Cois Farraige Strandhill,http://coisfarraigestrandhill.com,+353(0)877510999,-8.609589483,54.27012118,Sligo,Strandhill,Ireland,Self Catering Accommodation
The Railway Hostel,http://www.therailway.ie/,+353(0)719144530,-8.480979037,54.27266293,Sligo,,Ireland,"Hostel,Welcome Standard"
Sheedy's Doolin,http://sheedysdoolin.com,+353(0)657075050,-9.380804535,53.01587861,Clare,Doolin,Ireland,"B&B,Welcome Standard"
Schull Harbour Apartments,https://schullharbourhotel.ie/apartments.html,+353(0)2828801,-9.544078375,51.52754363,Cork,Schull,Ireland,Self Catering Accommodation
Parkway Hotel,https://www.facebook.com/pages/The-Parkway-Hotel/114636488609603?ref=aymt_homepage_panel,+353(0)238845236,-9.112698199,51.71808705,Cork,Dunmanway,Republic of Ireland,Hotel
Fairview Boutique Hotel,https://killarneyfairview.com/,+353(0)646634164,-9.506402443,52.06002101,Kerry,Killarney,Republic of Ireland,Hotel
Rosturk Woods,http://rosturkwoods.ie,+353(0)876573840,-9.70806511,53.90086017,Mayo,Mulranny,Ireland,Self Catering Accommodation
Marygrove Court,,+353(0)949252381,-9.074041,53.261606,Galway,Salthill,Republic of Ireland,Self Catering Accommodation
Sandrock Holiday Hostel,http://www.sandrockhostel.com,+353(0)863256323,-7.358433,55.361922,Donegal,Malin Head,Republic of Ireland,Hostel
Hidden Valley Holiday Park,https://www.hiddenvalley.ie/,3.53867E+11,-6.2274239,52.9391517,Wicklow,Rathdrum,Ireland,Camping
Green Acres Caravan Park,http://www.greenacrespark.com,+353(0)667139158,-9.97127,52.237934,Kerry,Castlegregory,Republic of Ireland,Camping
Avoca House,http://www.avocahousegalway.com,+353(0)91757866,-9.004923843,53.27607214,Galway,Merlin Park,Republic of Ireland,"B&B,B&B Ireland"
Rossarney House,http://www.bandbireland.com/accommodation/26251/rossarney-house,+353(0)646634630,-9.518480184,52.06693069,Kerry,Killarney,Republic of Ireland,"B&B,B&B Ireland"
Elmgrove,http://www.bandbireland.com/accommodation/26860/elmgrove-b-b,+353(0)9864819,-9.634521306,53.77921225,Mayo,Murrisk,Republic of Ireland,"B&B,B&B Ireland"
Ard Na Coille,http://www.ard-na-coille.com,+353(0)667124931,-9.711382238,52.25798003,Kerry,Tralee,Republic of Ireland,"B&B,B&B Ireland"
Pennsylvania House,http://accommodationdonegal.com,+353(0)749126808,-7.732754052,54.97802739,Donegal,Letterkenny,Ireland,"B&B,B&B Ireland"
Silver Beach House,,+353(0)871607550,-9.10983,53.2609692,Galway,Galway City,Ireland,"B&B,B&B Ireland"
Blakehill House B&B,https://www.bandbireland.com/accommodation/28058/blakehill-house-b-b,+353(0)872974239,-9.308402289,53.55222303,Mayo,Cong,Ireland,"B&B,B&B Ireland"
Gallagher's B&B,https://www.bandbireland.com/accommodation/26256/gallagher-s-b-b,+353(0)91522078,-9.076698983,53.27200659,Galway,Galway City,Ireland,"B&B,B&B Ireland"
Kilburn House,https://www.stayatkilburn.com/,+353(0)669767364,-9.733659384,52.1419395,Kerry,Milltown,Ireland,"B&B,B&B Ireland"
Cill Chiaráin B&B,,+353(0)6827828,-9.650394501,52.50516093,Kerry,Ballybunion,Ireland,"B&B,B&B Ireland"
Slí Dála B&B,http://slidala.com,+353(0)50523270,-7.777397938,52.95771906,Tipperary,Roscrea,Ireland,"B&B,B&B Ireland"
River’s Edge B&B,http://riversedgeglengarriff.com,+353(0)2763958,-9.552825817,51.74926188,Cork,Glengarriff,Ireland,"B&B,B&B Ireland"
Sea Breeze Bed and Breakfast,http://www.seabreezeconnemara.com,+353(0)9543489,-9.968831316,53.59827738,Galway,Renvyle,Ireland,"B&B,B&B Ireland"
Summerfield Lodge B&B,https://www.bandbireland.com/accommodation/28116/summerfield-lodge-b-b,+353(0)872854971,-7.865468461,51.94045299,Cork,Youghal,Ireland,"B&B,B&B Ireland"
The Killarney Oaks,http://www.killarneyoaks.com,+353(0)646637600,-9.49476,52.039423,Kerry,Killarney,Republic of Ireland,Hotel
Strandhill Lodge - Hostel & Surf School,http://www.surfnstay.ie,+353(0)719168313,-8.607482723,54.27035213,Sligo,Strandhill,Ireland,"Hostel,Welcome Standard"
Fermona House,https://www.bandbireland.com/accommodation/25821/fermona-house,+353(0)657074243,-9.293943875,53.02385008,Clare,Lisdoonvarna,Ireland,"B&B,B&B Ireland"
Harbour House (Cleggan),,+353(0)857446186,-10.11383972,53.55654115,Galway,Cleggan,Ireland,"B&B,B&B Ireland"
Ashmore House,https://www.facebook.com/ashmorehousebedandbreakfast/,+353(0)6261286,-7.88685,52.51559,Tipperary,Cashel,Republic of Ireland,B&B
Esplanade Hotel,http://www.esplanadehotel.ie,+353(0)12862056,-6.096161,53.198781,Wicklow,Bray,Republic of Ireland,Hotel
Travelodge Galway Central,http://www.travelodge.ie,+353(0)91781400,-9.036132,53.282905,Galway,Galway City,Republic of Ireland,Hotel
Ross Castle,http://www.rosscastle.com/,+353(0)91550183,-9.236124107,53.38235428,Galway,,Ireland,"Self Catering Accommodation,Welcome Standard"
Raftery’s Way,,+353(0)872052529,-8.865058,53.208287,Galway,Kilcolgan,Ireland,"B&B,B&B Ireland"
Kilbawn Country House,http://kilbawnhouse.com/,+353(0)567733547,-7.097022137,52.59142168,Kilkenny,Gowran,Republic of Ireland,"B&B,Welcome Standard"
Killarney View House,http://killarneyviewhouse.com,+353(0)646633122,-9.506197948,52.04743024,Kerry,Killarney,Ireland,"B&B,Welcome Standard"
Glenroyal Hotel,https://www.facebook.com/GlenroyalHotel,+353(0)16290909,-6.588407431,53.379975,Kildare,Maynooth,Republic of Ireland,Hotel
Pier House,http://pierhousearan.com,+353(0)9961417,-9.665660823,53.11996015,Galway,,Republic of Ireland,"B&B,Welcome Standard"
Aran Walkers Lodge,http://www.aranwalkerslodge.com,3539961264,-9.7422133,53.1295221,Galway,Aran Islands,Ireland,"B&B,Welcome Standard,Activity Holiday Accommodation"
Ardmore Country House,http://www.kinnitty.com,3.53579E+11,-7.718588,53.098062,Offaly,Kinnitty,Republic of Ireland,B&B
Cashelnagor Railway Station & Waiting Room,http://www.dunsuan.ie,+353(0)867234449,-8.319239858,55.04379482,Donegal,Annagry,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Doolin Village Lodges,https://doolinvillagelodges.com,+353(0)61411109,-9.374026257,53.01606074,Clare,Roadford,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Seanor House,http://www.bandbireland.com/accommodation/28119/seanor-house,+353(0)6827055,-9.651309376,52.50515984,Kerry,Ballybunion,Ireland,"B&B,B&B Ireland"
Hydro Hotel,http://www.hydrohotel.ie,+353(0)657074005,-9.290422042,53.02665712,Clare,Lisdoonvarna,Republic of Ireland,Hotel
The Lookout,http://irland-reisen.eu,+353(0)834820637,-8.47493316,54.7703879,Donegal,Ardara,Republic of Ireland,"B&B,Welcome Standard"
Ashville House,http://www.ashvillekillarney.com,+353(0)646636405,-9.512401927,52.06354748,Kerry,Killarney,Republic of Ireland,"B&B,Welcome Standard"
Heeneys Lodge,https://www.bandbireland.com/accommodation/26661/heeneys-lodge,+353(0)749723048,-8.092180275,54.67744696,Donegal,Donegal Town,Republic of Ireland,"B&B,B&B Ireland"
Castlemartyr Holiday Lodges & Mews,https://www.tridentholidayhomes.ie/rentals/rentals-castlemartyr-d379659/,+353(0)12018479,-8.062864,51.911264,Cork,Castlemartyr,Republic of Ireland,Self Catering Accommodation
Whites Burren Castle Hotel,http://whitehotelgroup.com/hotels/burren-castle-hotel-2/,+353(0)657074344,-9.315740971,53.01875895,Clare,Lisdoonvarna,Republic of Ireland,Hotel
The Brown Hen,http://www.bandbireland.com/accommodation/28033/the-brown-hen-b-b,+353(0)861677094,-8.72965945,51.71515196,Cork,Bandon,Ireland,"B&B,B&B Ireland"
Silver Crescent Coach House & Apartments,https://www.yourtimeinireland.ie,+353(0)872729212,-9.063748607,53.26853918,Galway,Galway City,Ireland,"Self Catering Accommodation,Welcome Standard"
Galey Bay Caravan and Camping Park,http://www.galeybaycamping.ie,+353(0)906661058,-8.066907,53.577145,Roscommon,Knockcroghery,Republic of Ireland,Camping
Percy French Hotel,https://www.facebook.com/percyfrenchhotel,+353(0)719633300,-8.103714891,53.77598183,Roscommon,Strokestown,Republic of Ireland,Hotel
Kilronan Castle Holiday Cottages,https://www.facebook.com/kilronancastle,+353(0)719618000,-8.176995558,54.06524199,Roscommon,,Republic of Ireland,Self Catering Accommodation
Avondale House,http://avondalerooskey.com,+353(0)719638095,-7.929054,53.829837,Roscommon,Rooskey,Republic of Ireland,B&B
Derrbehy House,,+353(0)719646200,-8.108727053,54.08173941,Roscommon,Arigna,Republic of Ireland,B&B
Grange Lodge,http://www.grangelodge.com,+353(0)719633350,-8.072162,53.823088,Roscommon,Grange,Ireland,Self Catering Accommodation
Bru Na Pairc,http://www.bandbireland.com/accommodation/26208/bru-na-pairce,+353(0)2751603,-9.437924641,51.6836418,Cork,Bantry,Ireland,"B&B,B&B Ireland"
Pembroke Hotel,http://www.facebook.com/pembrokekilkenny,+353(0)567783500,-7.251331,52.649364,Kilkenny,Kilkenny City,Republic of Ireland,Hotel
"Tannery Restaurant, Townhouse and Cookery School",http://www.tannery.ie,+353(0)5845420,-7.616879913,52.08860794,Waterford,Dungarvan,Ireland,"B&B,Welcome Standard"
Royal Hotel and Merrill Leisure Centre,http://www.royalhotel.ie,+353(0)12862935,-6.108779773,53.20484128,Wicklow,Bray,Republic of Ireland,Hotel
Kylemore Abbey Global Centre,http://kylemore.nd.edu,+353(0)9541905,-9.889311657,53.56164414,Galway,Kylemore,Republic of Ireland,"B&B,Welcome Standard"
The Lodge At Castle Leslie Estate,http://www.castleleslie.com,+353(0)4788100,-6.895825,54.316282,Monaghan,Glaslough,Republic of Ireland,Hotel
The Townhouse,https://www.bandbireland.com/accommodation/28089/the-townhouse,+353(0)877084321,-8.194944,53.84587169,Roscommon,Elphin,Ireland,"B&B,B&B Ireland"
Cavangarden House,http://www.cavangardenhouse.com,+353(0)719851365,-8.15527,54.531037,Donegal,Ballyshannon,Republic of Ireland,B&B
Swuite Galway,http://swuite.com/short-term-accommodation-galway/,+353(0)91753781,-9.039043786,53.28231669,Galway,Galway City,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Hamill's Bed and Breakfast,http://hamillsbedandbreakfast.com,+353(0)719644211,-7.798945843,54.0530764,Leitrim,Ballinamore,Ireland,"B&B,Welcome Standard"
Glebe House,http://www.glebehouse.com,+353(0)719631086,-7.868391489,53.94767229,Leitrim,Mohill,Republic of Ireland,B&B
The Standing Stone Hotel,https://www.facebook.com/standingstonehotel/,+353(0)719644023,-7.800115286,54.05277094,Leitrim,Ballinamore,Ireland,Hotel
Commercial and Tourist Hotel,http://www.hotelcommercial.com,+353(0)719644675,-7.800387073,54.05302292,Leitrim,Ballinamore,Republic of Ireland,Hotel
The Landmark Hotel,http://www.thelandmarkhotel.com,+353(0)719622222,-8.092845,53.94355,Leitrim,Carrick On Shannon,Republic of Ireland,Hotel
Parkview Cottage,,3.5372E+11,-7.723767,53.961689,Leitrim,Aughavas,Republic of Ireland,Self Catering Accommodation
Drumkeeran Holiday Homes,http://www.drumkeeranholidayhomes.ie,+353(0)719641040,-8.14934468,54.1734915,Leitrim,Drumkeeran,Republic of Ireland,Self Catering Accommodation
Cryans Hotel on the Quay,http://www.cryanshotel.ie/,+353(0)719672066,-8.093725589,53.94338671,Leitrim,,Ireland,Hotel
Lakeview House,http://lakeviewhouseleitrim.com/,+353(0)719641303,-7.820185098,54.06427919,Leitrim,Ballinamore,Ireland,"Self Catering Accommodation,Welcome Standard"
The Courtyard Apartments,https://www.facebook.com/pg/familybreaksatthecourtyard/about/,+353(0)719622711,-8.092194126,53.94629562,Leitrim,,Ireland,"Self Catering Accommodation,Welcome Standard"
Lawlors Hotel,http://www.facebook.com/lawlorshotel,+353(0)5841122,-7.621004195,52.09066405,Waterford,Dungarvan,Republic of Ireland,Hotel
Imperial Hotel (Tralee),http://www.imperialhoteltralee.com,+353(0)667127755,-9.705207312,52.26847608,Kerry,Tralee,Republic of Ireland,Hotel
Holyrood Hotel,http://www.holyroodhotel.com,+353(0)719841232,-8.279842897,54.47794713,Donegal,Bundoran,Republic of Ireland,Hotel
Ferndale,https://ferndale-achill.com/,+353(0)9843908,-10.0896741,53.9817857,Mayo,,Ireland,B&B
Peacockes Hotel,http://www.peacockes.ie/,35391552306,-9.539501924,53.45608885,Galway,Maam Cross,Republic of Ireland,Hotel
Hayes Hotel,http://www.hayeshotel.com,+353(0)50422122,-7.812183542,52.67930708,Tipperary,Thurles,Republic of Ireland,Hotel
Seawinds Bed and Breakfast,http://www.seawindsireland.com,+353(0)749732003,-8.441574513,54.6369849,Donegal,Killybegs,Republic of Ireland,B&B
Teach Bhalor,http://arasainbhalor.com,+353(0)749162787,-8.102904054,55.13580046,Donegal,Falcarragh,Ireland,Self Catering Accommodation
Moyvalley Self Catering Cottage,http://moyvalley.com,+353(0)469548000,-6.927200173,53.42258596,Kildare,Moyvalley,Ireland,"Self Catering Accommodation,Welcome Standard"
The Song House,http://thesonghouseireland.com,+353(0)858893154,-8.082892093,55.12122282,Donegal,Falcarragh,Ireland,"Self Catering Accommodation,Welcome Standard"
Almara House,http://almarahouse.com,+353(0)91755345,-9.004908993,53.27616216,Galway,Merlin Park,Ireland,"B&B,B&B Ireland"
Glen Villa,http://glenvillabnb.com,+353(0)91527270,-9.077644226,53.26181909,Galway,Salthill,Ireland,"B&B,B&B Ireland"
The House Hotel,https://www.thehousehotel.ie/,35391538900,-9.053488865,53.27050368,Galway,Galway City,Republic of Ireland,Hotel
Rockview House,http://www.rockviewhouse.com,3.5388E+11,-8.703851503,53.94884549,Mayo,Charlestown,Republic of Ireland,Self Catering Accommodation
Murray’s Mountain View,https://www.bandbireland.com/accommodation/28166/murray%E2%80%99s-mountain-view,+353(0)669766983,-9.788024048,52.17260314,Kerry,Whitegate,Republic of Ireland,"B&B,B&B Ireland"
Castletroy Park Hotel,https://www.castletroypark.ie/,+353(0)61335566,-8.57688812,52.66701162,Limerick,Castletroy,Republic of Ireland,Hotel
Grattan House Holiday Apartments,http://www.stayingalway.com,+353(0)91525951,-9.071135253,53.26334047,Galway,Galway City,Republic of Ireland,Self Catering Accommodation
Montenotte Holiday Apartments,http://www.themontenottehotel.com,+353(0)214530050,-8.452177,51.904551,Cork,,Republic of Ireland,Self Catering Accommodation
Lakeside Cottage,,3.53494E+11,-7.532425,54.016559,Cavan,,Ireland,Self Catering Accommodation
Swallows Return,https://www.selfcateringcavan.ie/,3.53494E+11,-7.4108506,54.00555,Cavan,,Ireland,Self Catering Accommodation
Farnham Estate Spa & Golf Resort,https://www.farnhamestate.ie/,+353(0)494377700,-7.398589,53.993189,Cavan,,Ireland,Hotel
Arvagh Market Square Apartments,,3.53494E+11,-7.581469818,53.92334125,Cavan,Arvagh,Ireland,Self Catering Accommodation
Seven Horseshoes Hotel,http://www.thesevenhorseshoes.com/,3.535E+11,-7.4440414,54.1008667,Cavan,Belturbet,Ireland,Hotel
Cavan Crystal Hotel,https://www.cavancrystalhotel.com/,3.53494E+11,-7.3410183,53.9828199,Cavan,,Ireland,Hotel
The Cottage (Arvagh),https://archesfarmhouse.com/,3.53494E+11,-7.546513,53.946956,Cavan,Arvagh,Ireland,Self Catering Accommodation
Cassidy Holiday Homes,https://cassidycottages.ie/,3.535E+11,-7.572784,54.111642,Cavan,Belturbet,Republic of Ireland,Self Catering Accommodation
Dungimmon House,https://www.dungimmonhouse.ie/,3.535E+11,-7.5319085,54.0858553,Cavan,,Ireland,B&B
An Crannóg,http://www.ancrannog.com/,3.535E+11,-7.5549868,54.0977688,Cavan,Ballyconnell,Ireland,B&B
Breffni Arms Hotel ,https://www.breffniarms.ie,3.53494E+11,-7.583421,53.9243777,Cavan,Arvagh,Ireland,Hotel
Lake Hotel,http://www.lakehotelkillarney.com,+353(0)646631035,-9.499806,52.038284,Kerry,Killarney,Republic of Ireland,Hotel
Shandon Hotel & Spa,http://www.shandonhotelspa.com/,+353(0)749136137,-7.906772,55.17987,Donegal,Dunfanaghy,Republic of Ireland,Hotel
West Cork Hotel,https://www.facebook.com/WestCorkHotel,+353(0)2821277,-9.270709933,51.55082936,Cork,Skibbereen,Republic of Ireland,Hotel
The Ross,http://www.facebook.com/TheRossKillarney,+353(0)646631855,-9.507644843,52.05789485,Kerry,Killarney,Republic of Ireland,Hotel
Ballynahinch Castle Hotel,http://www.ballynahinch-castle.com/,+353(0)9531006,-9.862384516,53.46010161,Galway,Ballinafad,Republic of Ireland,Hotel
Blue Haven Hotel,http://www.bluehavenkinsale.com,+353(0)214772209,-8.522925,51.706425,Cork,Kinsale,Republic of Ireland,Hotel
"Abbey Hotel, Conference and Leisure",https://www.abbeyhotel.ie/,3.53907E+11,-8.1936392,53.6248762,Roscommon,,Ireland,Hotel
Treacy's West County Conference & Leisure Hotel,http://www.treacyswestcounty.com/,+353(0)656869600,-8.980353223,52.83132703,Clare,Ennis,Republic of Ireland,Hotel
Doonmore Hotel,http://www.doonmorehotel.com,3539545814,-10.2279978,53.61410029,Galway,Inishbofin,Republic of Ireland,Hotel
The Farmers Kitchen,http://www.farmerskitchen.com,+353(0)539145816,-6.456938146,52.30761903,Wexford,Drinagh,Republic of Ireland,Hotel
The Heights Hotel Killarney,http://www.killarneyheights.ie,+353(0)646631158,-9.479305594,52.05916252,Kerry,Killarney,Republic of Ireland,Hotel
Maldron Hotel Shandon Cork City,http://www.maldronhotelcork.com,+353(0)214529200,-8.474613,51.902748,Cork,Cork City,Republic of Ireland,Hotel
Merriman Hotel,http://www.merrimanhotel.com,+353(0)91638222,-8.939892,53.13931,Galway,Kinvara,Republic of Ireland,Hotel
Maldron Hotel Galway,http://www.maldronhotelgalway.com,+353(0)91792244,-8.927413,53.277851,Galway,Oranmore,Republic of Ireland,Hotel
